Application Name:	ZOOMA (Automatic Ontology Mapper)
Version:	2.0
Run at:	20:28.03, 13.06.20
Run from:	http://www.ebi.ac.uk/fgpt/zooma


PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	Alzheimer disease (more excluded)	C3549448		Medium	C3549448	http://identifiers.org/medgen/	https://www.ncbi.nlm.nih.gov/clinvar	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Atypical facial pain	facial pain		Medium	EFO_0009625	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Atypical facial pain	pain		Medium	EFO_0003843	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Bell's palsy	Bell's palsy		Good	EFO_0007167	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Brachial plexus disorders	brachial plexus neuropathy		Good	EFO_1000844	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Carpal tunnel syndrome	carpal tunnel syndrome		High	EFO_0004143	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cerebral cysts	Renal cortical cysts		Medium	HP_0000803	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cerebral cysts	Cerebellar cyst		Medium	HP_0002350	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Concussion	post-concussion syndrome		Good	EFO_1001827	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cerebral palsy and other paralytic syndromes	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Demyelenating diseases of the central nervous system	autoimmune disease of the nervous system		Medium	MONDO_0002977	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Demyelenating diseases of the central nervous system	central nervous system sarcoma		Medium	MONDO_0002217	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabethic neuropathy	neuropathy		Medium	EFO_0004149	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabethic neuropathy	sciatic neuropathy		Medium	EFO_1001166	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diffuse brain injury	vascular brain injury		Good	EFO_0006791	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dystonia	Dystonia		High	HP_0001332	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Episodal and paroxysmal disorders	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Epilepsy	epilepsy		High	EFO_0000474	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other facial nerve disorders	facial neuralgia		Medium	EFO_0009380	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other facial nerve disorders	Bell's palsy		Medium	EFO_0007167	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lesion of lateral popliteal nerve	radial nerve lesion		Good	EFO_1001143	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Focal brain injury	vascular brain injury		Good	EFO_0006791	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other headache syndromes	headache disorder		High	EFO_0009550	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hemiplegia	hemiplegia		High	EFO_0009453	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hydrocephalus	Hydrocephalus		High	HP_0000238	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified intracranial injuries	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified intracranial injuries	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Intracranial trauma	intracranial hypotension		Medium	EFO_1000993	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Intracranial trauma	trauma exposure measurement		Medium	EFO_0010703	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lumbosacral root disorders, not elsewhere classified	immune system disease		Medium	EFO_0000540	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lumbosacral root disorders, not elsewhere classified	digestive system disease		Medium	EFO_0000405	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other lesions of median nerve	femoral neuropathy		Medium	EFO_1000936	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other lesions of median nerve	radial nerve lesion		Medium	EFO_1001143	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Bacterial meningitis	susceptibility to bacterial meningitis measurement		Good	EFO_0008411	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Bacterial meningitis	bacterial meningitis		Good	EFO_1000831	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Meralgia paraesthetica	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Migraine	migraine disorder		High	EFO_0003821	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified mononeuropathies of lower limb	cutaneous melanoma		Medium	EFO_0000389	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified mononeuropathies of lower limb	lip cancer		Medium	EFO_1001019	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified mononeuropathies of upper limb	cutaneous melanoma		Medium	EFO_0000389	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified mononeuropathies of upper limb	lip cancer		Medium	EFO_1001019	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unsepcified mononeuropathies, also in other diseases	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	MS-disease / Multiple Sclerosis	multiple sclerosis		Medium	EFO_0003885	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	MS-disease / Multiple Sclerosis	secondary progressive multiple sclerosis		Medium	EFO_0008522	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of the myoneural junction and muscle	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified myopathies	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified myopathies	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nerve, nerve root and plexus disorders	nerve plexus disease		Good	EFO_0009559	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Systemic atrophies primarly affecting the central nervous system	central nervous system sarcoma		Medium	MONDO_0002217	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Systemic atrophies primarly affecting the central nervous system	central nervous system teratoma		Medium	MONDO_0002718	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Inflammatory diseases of the central nervous system	autoimmune disease of the nervous system		Medium	MONDO_0002977	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Inflammatory diseases of the central nervous system	central nervous system sarcoma		Medium	MONDO_0002217	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Neurological diseases	nervous system		Medium	UBERON_0001016	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Neurological diseases	Neurological speech impairment		Medium	HP_0002167	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other degenerative diseases of the nervous system	neurodegenerative disease		Good	EFO_0005772	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of nervous system	nervous system disease		High	EFO_0000618	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other demyelinating diseases of the central nervous system	autoimmune disease of the nervous system		Medium	MONDO_0002977	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other demyelinating diseases of the central nervous system	central nervous system sarcoma		Medium	MONDO_0002217	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other neurological diseases	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other neurological diseases	digestive system disease		Medium	EFO_0000405	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Parkinson's disease	Parkinson's disease		High	EFO_0002508	http://www.ebi.ac.uk/efo/	https://cells.ebisc.org/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Parkinson's disease	Parkinson's disease		High	EFO_0002508	http://www.ebi.ac.uk/efo/	https://cells.ebisc.org/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Secondary parkinsonism+Parkinsonism in other disease	secondary Parkinson disease		Good	EFO_1001175	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lesion of plantar nerve	radial nerve lesion		Medium	EFO_1001143	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lesion of plantar nerve	femoral neuropathy		Medium	EFO_1000936	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Polyneuropathies and other disorders of the peripheral nervous system	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified polyneuropathies, also in other diseases	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified polyneuropathies, also in other diseases	cardiovascular disease		Medium	EFO_0000319	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Postprocedural disorders of nervous system	peripheral nervous system disease		Good	EFO_0009387	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lesion of radial nerve	radial nerve lesion		Good	EFO_1001143	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified nerve root and plexus disorders, also in other diseases	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lesion of sciatic nerve	radial nerve lesion		Good	EFO_1001143	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Traumatic subdural haemorrhage	subdural empyema		Good	EFO_1001196	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Sleep apnoea	sleep apnea		High	EFO_0003877	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other sleepdisorders	Other metabolic disease		Medium	Orphanet_91088	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other sleepdisorders	Other genetic epidermal disease		Medium	Orphanet_79360	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other diseases of spinal cord	spinal cord disease		High	EFO_0009488	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Status epilepticus	Status epilepticus		High	HP_0002133	http://purl.obolibrary.org/obo/	https://www.targetvalidation.org	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Transient ischemic attack	transient ischemic attack		High	EFO_0003764	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Trigeminal neuralgia	trigeminal neuralgia		Good	EFO_1001219	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lesion of ulnar nerve	ulnar neuropathy		Medium	EFO_1001224	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lesion of ulnar nerve	radial nerve lesion		Medium	EFO_1001143	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Vascular syndromes of brain in cerebrovascular disorders	cerebrovascular disorder		Good	EFO_0003763	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Extrapyramidal and movement disorders	movement disorder		Good	EFO_0004280	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other extrapyramidal and movement disorders+ in other diseases	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Gestational diabetes (for exclusion)	gestational diabetes		Good	EFO_0004593	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Giant cell arteritis with polymyalgia rheumatica	polymyalgia rheumatica		Medium	EFO_0008518	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Giant cell arteritis with polymyalgia rheumatica	temporal arteritis		Medium	EFO_1001209	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Glomerulonephritis	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome		Good	Orphanet_69735	http://www.orpha.net/ORDO/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Glucagon-like peptide-1 (GLP-1) analogues	GLP-1-stimulated insulin response		Medium	EFO_0008531	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Glucagon-like peptide-1 (GLP-1) analogues	glucagon-like peptide-1 measurement		Medium	EFO_0008465	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other blood glucose lowering drugs, excl. Insulins	Abnormal blood glucose concentration		Medium	HP_0011015	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other blood glucose lowering drugs, excl. Insulins	Hyperglycemia		Medium	HP_0003074	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Gout, FINNGEN	gout		Good	EFO_0004274	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Gout-related co-morbidities	gout		Medium	EFO_0004274	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Gout-related co-morbidities	Coimbra ecotype		Medium	EFO_0005176	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Idiopathic gout	gout		Medium	EFO_0004274	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Idiopathic gout	idiopathic cardiomyopathy		Medium	EFO_0000767	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Gout, unspecified	gout		Good	EFO_0004274	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Allergic conjunctivitis	allergic conjunctivitis		Good	EFO_0007141	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Amblyopia ex anopsia	amblyopia (disease)		Medium	MONDO_0001020	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Amblyopia ex anopsia	Populus deltoides		Medium	NCBITaxon_3696	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Anisometropia and aniseikonia	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Astigmatism	Astigmatism		High	HP_0000483	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Blepharochalasis	Ascher syndrome		Good	Orphanet_1253	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Visual impairment including blindness (binocular or monocular)	blindness (disorder)		Medium	MONDO_0001941	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Visual impairment including blindness (binocular or monocular)	Cerebral visual impairment		Medium	HP_0100704	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other cataract	cataract		High	EFO_0001059	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Senile cataract	Age-related cataract		High	HP_0011141	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chalazion	hordeolum		Good	EFO_0007315	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chorioretinal inflammation	posterior uveitis		Good	EFO_1001119	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of choroid and retina	Coloboma of choroid and retina		Medium	Orphanet_98942	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of choroid and retina	Gyrate atrophy of choroid and retina		Medium	Orphanet_414	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	conjunctival haemorrhage	postpartum hemorrhage		Good	EFO_0009579	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	conjunctival degenerations and deposits	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of conjunctiva	Conjunctival Disorder		Good	EFO_1000203	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Conjunctivitis	conjunctivitis		High	EFO_0009450	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Conjunctivitis (acute, non atopic)	conjunctivitis		Medium	EFO_0009450	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Conjunctivitis (acute, non atopic)	viral conjunctivitis		Medium	EFO_0008571	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Atopic conjunctivitis	allergic conjunctivitis		Good	EFO_0007141	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic conjunctivitis	chronic conjunctivitis		Good	MONDO_0002314	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Convergent concomitant strabismus	Strabismus		Medium	HP_0000486	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Convergent concomitant strabismus	Essential strabismus		Medium	Orphanet_98682	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified corneal deformities and disorders	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of cornea	corneal disease		High	EFO_0009464	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Corneal ulcer	chronic ulcer of skin		Good	EFO_0007066	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diplopia	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Divergent concomitant strabismus	Strabismus		Medium	HP_0000486	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Divergent concomitant strabismus	Essential strabismus		Medium	Orphanet_98682	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ectropion of eyelid	ectropion (disease)		Good	MONDO_0002043	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Entropion and trichiasis of eyelid	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Episcleritis	Episcleritis		Good	HP_0100534	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of the eye and adnexa	eye adnexa disease		Good	EFO_0009546	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified and unspecified disorders of eye and adnexa	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of eyelid	eyelid disease		High	EFO_0009547	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other inflammation of eyelid	blepharitis		High	EFO_0009536	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of eyelid in diseases classified elsewhere	eyelid disease		High	EFO_0009547	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of eye and adnexa	eye adnexa disease		High	EFO_0009546	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Primary angle-closure glaucoma	primary angle closure glaucoma		Medium	EFO_1001506	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
