"","id","sample.size","ncase","ncontrol","sex","category","subcategory","unit","group_name","build","consortium","year","population","trait","pmid","filename","nsnp","delimiter","header","mr","chr_col","pos_col","oa_col","ea_col","snp_col","pval_col","beta_col","se_col","eaf_col"
"724","finn-a-H7_USEOFEYEANTIALLERGENS",94354,3790,90564,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Use of eye-antiallergens (taken as indicator of allergic/atopic conjunctivitis)",NA,"finngen_r2_H7_USEOFEYEANTIALLERGENS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"725","finn-a-H7_VERTISTRAB",93754,148,93606,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Vertical strabismus",NA,"finngen_r2_H7_VERTISTRAB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"726","finn-a-H7_VISDISTNAS",94153,275,93878,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other and unspecified visual disturbances",NA,"finngen_r2_H7_VISDISTNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"727","finn-a-H7_VISFIELDDEF",94276,398,93878,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Visual field defects",NA,"finngen_r2_H7_VISFIELDDEF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"728","finn-a-H7_VISUALDISTBLIND",96499,2621,93878,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Visual disturbances and blindness",NA,"finngen_r2_H7_VISUALDISTBLIND.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"729","finn-a-H7_VISUDISTURB",96251,2373,93878,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Visual disturbances",NA,"finngen_r2_H7_VISUDISTURB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"730","finn-a-H7_VISUDISTURBSUB",94895,1017,93878,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Subjective visual disturbances",NA,"finngen_r2_H7_VISUDISTURBSUB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"731","finn-a-H7_VITRBODYGLOBE",96365,2536,93829,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disorders of vitreous body",NA,"finngen_r2_H7_VITRBODYGLOBE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"732","finn-a-H7_VITREOUS",96499,2670,93829,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disorders of vitreous body and globe",NA,"finngen_r2_H7_VITREOUS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"733","finn-a-H7_VITRHAEMORR",94340,511,93829,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Vitreous haemorrhage",NA,"finngen_r2_H7_VITRHAEMORR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"734","finn-a-H7_VITROPACIT",93999,170,93829,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other vitreous opacities",NA,"finngen_r2_H7_VITROPACIT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"735","finn-a-H7_VITROTH",95796,1967,93829,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other and unspecified disorders of vitreous body",NA,"finngen_r2_H7_VITROTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"736","finn-a-H8_BPV",94246,1380,92866,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Benign paroxysmal vertigo",NA,"finngen_r2_H8_BPV.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"737","finn-a-H8_CERUMEN",95072,290,94782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Impacted cerumen",NA,"finngen_r2_H8_CERUMEN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"738","finn-a-H8_CHOLEASTOMA",92633,325,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cholesteatoma of middle ear",NA,"finngen_r2_H8_CHOLEASTOMA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"739","finn-a-H8_CHRON_SUPOTITIS",92505,197,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Chronic suppurative otitis media",NA,"finngen_r2_H8_CHRON_SUPOTITIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"740","finn-a-H8_CONSENHEARINGLOSS",94570,6730,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Conductive and sensorineural hearing loss",NA,"finngen_r2_H8_CONSENHEARINGLOSS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"741","finn-a-H8_EAR",96499,15329,81170,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diseases of the ear and mastoid process",NA,"finngen_r2_H8_EAR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"742","finn-a-H8_EXTDISNAS",94962,180,94782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other specified disorders of external ear",NA,"finngen_r2_H8_EXTDISNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"743","finn-a-H8_EXTERNAL",96499,1717,94782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diseases of external ear",NA,"finngen_r2_H8_EXTERNAL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"744","finn-a-H8_EXTOTITIS",95925,1143,94782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Otitis externa",NA,"finngen_r2_H8_EXTOTITIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"745","finn-a-H8_EXT_INFNAS",95109,327,94782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other infective otitis externa",NA,"finngen_r2_H8_EXT_INFNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"746","finn-a-H8_EXT_NAS",95216,434,94782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Otitis externa, unspecified",NA,"finngen_r2_H8_EXT_NAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"747","finn-a-H8_EXT_OTH",95128,346,94782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other otitis externa (chronic)",NA,"finngen_r2_H8_EXT_OTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"748","finn-a-H8_HL_CON_NAS",88332,492,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Conductive hearing loss, unspecified",NA,"finngen_r2_H8_HL_CON_NAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"749","finn-a-H8_HL_IDIOP",88403,563,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Sudden idiopathic hearing loss",NA,"finngen_r2_H8_HL_IDIOP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"750","finn-a-H8_HL_MIX_NAS",88600,760,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Mixed conductive and sensorineural hearing loss",NA,"finngen_r2_H8_HL_MIX_NAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"751","finn-a-H8_HL_NAS",88239,399,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other specified/unspecified hearing loss",NA,"finngen_r2_H8_HL_NAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"752","finn-a-H8_HL_PRESBY",88448,608,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Presbycusis",NA,"finngen_r2_H8_HL_PRESBY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"753","finn-a-H8_HL_SEN_NAS",94007,6167,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Sensorineural hearing loss",NA,"finngen_r2_H8_HL_SEN_NAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"754","finn-a-H8_INNER",96499,3633,92866,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diseases of inner ear",NA,"finngen_r2_H8_INNER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"755","finn-a-H8_MASTCHRON",92466,158,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Chronic mastoiditis",NA,"finngen_r2_H8_MASTCHRON.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"756","finn-a-H8_MED_SUPP",94774,2466,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Suppurative and unspecified otitis media",NA,"finngen_r2_H8_MED_SUPP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"757","finn-a-H8_MENIERE",93507,641,92866,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Meniere disease",NA,"finngen_r2_H8_MENIERE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"758","finn-a-H8_MIDDLEMASTOID",96499,4191,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diseases of middle ear and mastoid",NA,"finngen_r2_H8_MIDDLEMASTOID.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"759","finn-a-H8_NOISEINNER",93105,239,92866,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Noise effects on inner ear",NA,"finngen_r2_H8_NOISEINNER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"760","finn-a-H8_NONSUPPNAS",93626,1318,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Nonsuppurative otitis media",NA,"finngen_r2_H8_NONSUPPNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"761","finn-a-H8_OTALGIA",88109,269,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Otalgia",NA,"finngen_r2_H8_OTALGIA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"762","finn-a-H8_OTHEREAR",96499,8659,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of ear",NA,"finngen_r2_H8_OTHEREAR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"763","finn-a-H8_OTHHEARINGLOSS",89371,1531,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other hearing loss",NA,"finngen_r2_H8_OTHHEARINGLOSS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"764","finn-a-H8_OTIMEDNAS",92875,567,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Otitis media, unspecified",NA,"finngen_r2_H8_OTIMEDNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"765","finn-a-H8_OTOSCLE",93427,561,92866,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Otosclerosis",NA,"finngen_r2_H8_OTOSCLE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"766","finn-a-H8_PERFORATION",92889,581,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Perforation of tympanic membrane",NA,"finngen_r2_H8_PERFORATION.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"767","finn-a-H8_PERIPHVERTIGO",93372,506,92866,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other peripheral vertigo",NA,"finngen_r2_H8_PERIPHVERTIGO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"768","finn-a-H8_SUP_ACUTE",94090,1782,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Acute suppurative otitis media",NA,"finngen_r2_H8_SUP_ACUTE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"769","finn-a-H8_SUP_OTINAS",92453,145,92308,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Suppurative otitis media, unspecified",NA,"finngen_r2_H8_SUP_OTINAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"770","finn-a-H8_TINNITUS",89254,1414,87840,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Tinnitus",NA,"finngen_r2_H8_TINNITUS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"771","finn-a-H8_VERTIGO",95711,2845,92866,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disorders of vestibular function (Vertigo)",NA,"finngen_r2_H8_VERTIGO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"772","finn-a-H8_VESTIBNEUR",93335,469,92866,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Vestibular neuronitis",NA,"finngen_r2_H8_VESTIBNEUR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"773","finn-a-H8_VESTIFUNCNAS",93049,183,92866,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other/unspecified disorders of vestibular function",NA,"finngen_r2_H8_VESTIFUNCNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"774","finn-a-HEARTFAIL",83153,8016,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Heart failure",NA,"finngen_r2_HEARTFAIL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"775","finn-a-HEMODIAL",96499,155,96344,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hemodialysis",NA,"finngen_r2_HEMODIAL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"776","finn-a-HEPATITIS_CHRONIC_VIRAL",96420,285,96135,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Chronic viral hepatitis",NA,"finngen_r2_HEPATITIS_CHRONIC_VIRAL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"777","finn-a-HIP_FRACTURE",84531,1619,82912,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hip fracture",NA,"finngen_r2_HIP_FRACTURE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"778","finn-a-HYPOSENSIBILIZATIONTHRPY",95789,237,95552,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hyposensibilization therapy",NA,"finngen_r2_HYPOSENSIBILIZATIONTHRPY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"779","finn-a-HYPOTHYROIDISM",42947,10211,32736,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypothyroidism (congenital or acquired)",NA,"finngen_r2_HYPOTHYROIDISM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"780","finn-a-HYPTENSPREG",96499,3363,93136,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Pregnancy hypertension",NA,"finngen_r2_HYPTENSPREG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"781","finn-a-I9_AF",63622,7244,56378,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Atrial fibrillation and flutter",NA,"finngen_r2_I9_AF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"782","finn-a-I9_ANEUR",91002,245,90757,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endovascular or surgical operations to intracerebral aneurysms",NA,"finngen_r2_I9_ANEUR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"783","finn-a-I9_ANEURYSM",91073,316,90757,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cerebral aneurysm, nonruptured",NA,"finngen_r2_I9_ANEURYSM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"784","finn-a-I9_ANGINA",92142,6382,85760,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Angina pectoris",NA,"finngen_r2_I9_ANGINA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"785","finn-a-I9_ANGIO",95092,2521,92571,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Coronary angiopasty",NA,"finngen_r2_I9_ANGIO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"786","finn-a-I9_AORTANEUR",93140,791,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Aortic aneurysm",NA,"finngen_r2_I9_AORTANEUR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"787","finn-a-I9_AORTDIS",92497,148,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Dissection of aorta",NA,"finngen_r2_I9_AORTDIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"788","finn-a-I9_ARTEMBTHR",92627,278,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Arterial embolism and thrombosis",NA,"finngen_r2_I9_ARTEMBTHR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"789","finn-a-I9_ARTEMBTHRLOW",92513,164,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Arterial embolism and thrombosis of lower extremity artery",NA,"finngen_r2_I9_ARTEMBTHRLOW.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"790","finn-a-I9_ARTOTH",92863,514,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other diseases of arteries and capillaries",NA,"finngen_r2_I9_ARTOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"791","finn-a-I9_ATHSCLE",94545,2196,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Atherosclerosis, excluding cerebral, coronary and PAD",NA,"finngen_r2_I9_ATHSCLE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"792","finn-a-I9_AVBLOCK",75855,718,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","AV-block",NA,"finngen_r2_I9_AVBLOCK.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"793","finn-a-I9_CABG",94388,1817,92571,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Coronary artery bypass grafting",NA,"finngen_r2_I9_CABG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"794","finn-a-I9_CARDARR",56721,343,56378,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cardiac arrest",NA,"finngen_r2_I9_CARDARR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"795","finn-a-I9_CARDMPRI",75764,627,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cardiomyopathies, Primary/intrinsic",NA,"finngen_r2_I9_CARDMPRI.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"796","finn-a-I9_CARDMYO",76052,915,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cardiomyopathy",NA,"finngen_r2_I9_CARDMYO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"797","finn-a-I9_CARDMYOHYP",75272,135,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cardiomyopathy, Hypertrophic obstructive",NA,"finngen_r2_I9_CARDMYOHYP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"798","finn-a-I9_CARDMYOOTH",75505,368,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cardiomyopathy, other and unspecified",NA,"finngen_r2_I9_CARDMYOOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"799","finn-a-I9_CEREBDOTH",91148,391,90757,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere",NA,"finngen_r2_I9_CEREBDOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"800","finn-a-I9_CEREBVASC",96499,5742,90757,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cerebrovascular diseases",NA,"finngen_r2_I9_CEREBVASC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"801","finn-a-I9_CHD",96499,7123,89376,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Major coronary heart disease event",NA,"finngen_r2_I9_CHD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"802","finn-a-I9_CHD_NOREV",95232,5909,89323,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Major coronary heart disease event excluding revascularizations",NA,"finngen_r2_I9_CHD_NOREV.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"803","finn-a-I9_CONDUCTIO",76547,1410,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Conduction disorders",NA,"finngen_r2_I9_CONDUCTIO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"804","finn-a-I9_CORATHER",93421,7661,85760,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Coronary atherosclerosis",NA,"finngen_r2_I9_CORATHER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"805","finn-a-I9_CVD",96499,42390,54109,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Cardiovascular diseases",NA,"finngen_r2_I9_CVD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"806","finn-a-I9_DISVEINLYMPH",96499,12037,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",NA,"finngen_r2_I9_DISVEINLYMPH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"807","finn-a-I9_DOAAC",96499,4150,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diseases of arteries, arterioles and capillaries",NA,"finngen_r2_I9_DOAAC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"808","finn-a-I9_DVTANDPULM",96499,2872,93627,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","DVT of lower extremities and pulmonary embolism",NA,"finngen_r2_I9_DVTANDPULM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"809","finn-a-I9_HEARTFAIL",89269,786,88483,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Heart failure,strict",NA,"finngen_r2_I9_HEARTFAIL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"810","finn-a-I9_HEARTFAIL_EXMORE",89269,786,88483,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Heart failure,strict",NA,"finngen_r2_I9_HEARTFAIL_EXMORE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"811","finn-a-I9_HEARTFAIL_NS",96499,8016,88483,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Heart failure, not strict",NA,"finngen_r2_I9_HEARTFAIL_NS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"812","finn-a-I9_HYPERTENSION",96499,22154,74345,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypertensive diseases",NA,"finngen_r2_I9_HYPERTENSION.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"813","finn-a-I9_HYPOTE",96351,663,95688,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypotension",NA,"finngen_r2_I9_HYPOTE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"814","finn-a-I9_HYPTENS",91302,22142,69160,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypertension",NA,"finngen_r2_I9_HYPTENS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"815","finn-a-I9_HYPTENSEC",74711,366,74345,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Secondary hypertension",NA,"finngen_r2_I9_HYPTENSEC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"816","finn-a-I9_HYPTENSESS",90215,15870,74345,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypertension, essential",NA,"finngen_r2_I9_HYPTENSESS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"817","finn-a-I9_HYPTENSHD",75971,1626,74345,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypertensive Heart Disease",NA,"finngen_r2_I9_HYPTENSHD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"818","finn-a-I9_HYPTENSHR",76143,1798,74345,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypertensive heart and/or renal disease",NA,"finngen_r2_I9_HYPTENSHR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"819","finn-a-I9_HYPTENSPREG",54262,3362,50900,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypertension complicating pregnancy, childbirth, and the puerperium",NA,"finngen_r2_I9_HYPTENSPREG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"820","finn-a-I9_HYPTENSRD",74497,152,74345,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypertensive Renal Disease",NA,"finngen_r2_I9_HYPTENSRD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
