phenocode	name	category	n_cases	n_controls	path_bucket	path_https
G6_TIA	Transient ischemic attack	Nervous system	3378	91612	gs://finngen-public-data-r2/summary_stats/finngen_r2_G6_TIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_G6_TIA.gz
G6_TRINEU	Trigeminal neuralgia	Nervous system	291	86854	gs://finngen-public-data-r2/summary_stats/finngen_r2_G6_TRINEU.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_G6_TRINEU.gz
G6_ULLNLE	Lesion of ulnar nerve	Nervous system	764	86854	gs://finngen-public-data-r2/summary_stats/finngen_r2_G6_ULLNLE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_G6_ULLNLE.gz
G6_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	Nervous system	258	91612	gs://finngen-public-data-r2/summary_stats/finngen_r2_G6_VASCSYND.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_G6_VASCSYND.gz
G6_XTRAPYR	Extrapyramidal and movement disorders	Nervous system	2032	94467	gs://finngen-public-data-r2/summary_stats/finngen_r2_G6_XTRAPYR.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_G6_XTRAPYR.gz
G6_XTRAPYROTH	Other extrapyramidal and movement disorders+ in other diseases	Nervous system	819	94467	gs://finngen-public-data-r2/summary_stats/finngen_r2_G6_XTRAPYROTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_G6_XTRAPYROTH.gz
GEST_DIABETES	Gestational diabetes (for exclusion)	Other	2062	52200	gs://finngen-public-data-r2/summary_stats/finngen_r2_GEST_DIABETES.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_GEST_DIABETES.gz
GIANT_CELL_TEMP_ARTERITIS	Giant cell arteritis with polymyalgia rheumatica	Other	133	96246	gs://finngen-public-data-r2/summary_stats/finngen_r2_GIANT_CELL_TEMP_ARTERITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_GIANT_CELL_TEMP_ARTERITIS.gz
GLOMER_NEPHRITIS	Glomerulonephritis	Other	1305	95194	gs://finngen-public-data-r2/summary_stats/finngen_r2_GLOMER_NEPHRITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_GLOMER_NEPHRITIS.gz
GLP1ANA	Glucagon-like peptide-1 (GLP-1) analogues	Other	3160	85744	gs://finngen-public-data-r2/summary_stats/finngen_r2_GLP1ANA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_GLP1ANA.gz
GLUCLOW_OTH	Other blood glucose lowering drugs, excl. Insulins	Other	1140	85744	gs://finngen-public-data-r2/summary_stats/finngen_r2_GLUCLOW_OTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_GLUCLOW_OTH.gz
GOUT	Gout, FINNGEN	Other	1179	91076	gs://finngen-public-data-r2/summary_stats/finngen_r2_GOUT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_GOUT.gz
GOUT_COMORB	Gout-related co-morbidities	Other	27339	53332	gs://finngen-public-data-r2/summary_stats/finngen_r2_GOUT_COMORB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_GOUT_COMORB.gz
GOUT_IDIO	Idiopathic gout	Other	255	95320	gs://finngen-public-data-r2/summary_stats/finngen_r2_GOUT_IDIO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_GOUT_IDIO.gz
GOUT_NOS	Gout, unspecified	Other	601	95320	gs://finngen-public-data-r2/summary_stats/finngen_r2_GOUT_NOS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_GOUT_NOS.gz
H7_ALLERGICCONJUNCTIVITIS	Allergic conjunctivitis	Eye and adnexa	3944	92555	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_ALLERGICCONJUNCTIVITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_ALLERGICCONJUNCTIVITIS.gz
H7_AMBLYANOPSIA	Amblyopia ex anopsia	Eye and adnexa	188	93878	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_AMBLYANOPSIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_AMBLYANOPSIA.gz
H7_ANISOMETROPIA	Anisometropia and aniseikonia	Eye and adnexa	137	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_ANISOMETROPIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_ANISOMETROPIA.gz
H7_ASTIGMATISM	Astigmatism	Eye and adnexa	189	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_ASTIGMATISM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_ASTIGMATISM.gz
H7_BLEPHAROCHALASIS	Blepharochalasis	Eye and adnexa	1533	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_BLEPHAROCHALASIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_BLEPHAROCHALASIS.gz
H7_BLINDANDVISIMPAIRMENT	Visual impairment including blindness (binocular or monocular)	Eye and adnexa	300	93878	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_BLINDANDVISIMPAIRMENT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_BLINDANDVISIMPAIRMENT.gz
H7_CATARACTOTHER	Other cataract	Eye and adnexa	2974	85696	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CATARACTOTHER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CATARACTOTHER.gz
H7_CATARACTSENILE	Senile cataract	Eye and adnexa	9880	85696	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CATARACTSENILE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CATARACTSENILE.gz
H7_CHALAZION	Chalazion	Eye and adnexa	706	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CHALAZION.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CHALAZION.gz
H7_CHORIORETINFLAM	Chorioretinal inflammation	Eye and adnexa	137	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CHORIORETINFLAM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CHORIORETINFLAM.gz
H7_CHOROIDRETINA	Disorders of choroid and retina	Eye and adnexa	5881	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CHOROIDRETINA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CHOROIDRETINA.gz
H7_CONJUHAEMOR	conjunctival haemorrhage	Eye and adnexa	273	90564	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUHAEMOR.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUHAEMOR.gz
H7_CONJUNCTDEGDEPOT	conjunctival degenerations and deposits	Eye and adnexa	149	90564	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTDEGDEPOT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTDEGDEPOT.gz
H7_CONJUNCTIVA	Disorders of conjunctiva	Eye and adnexa	5935	90564	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVA.gz
H7_CONJUNCTIVITIS	Conjunctivitis	Eye and adnexa	5308	90564	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVITIS.gz
H7_CONJUNCTIVITISACUNONATOPIC	Conjunctivitis (acute, non atopic)	Eye and adnexa	1496	90564	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVITISACUNONATOPIC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVITISACUNONATOPIC.gz
H7_CONJUNCTIVITISATOPIC	Atopic conjunctivitis	Eye and adnexa	228	90564	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVITISATOPIC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVITISATOPIC.gz
H7_CONJUNCTIVITISCHRON	Chronic conjunctivitis	Eye and adnexa	161	90564	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVITISCHRON.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CONJUNCTIVITISCHRON.gz
H7_CONVERSTRAB	Convergent concomitant strabismus	Eye and adnexa	347	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CONVERSTRAB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CONVERSTRAB.gz
H7_CORNEALNAS	Other and unspecified corneal deformities and disorders	Eye and adnexa	190	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CORNEALNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CORNEALNAS.gz
H7_CORNEALOTH	Other disorders of cornea	Eye and adnexa	467	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CORNEALOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CORNEALOTH.gz
H7_CORNULCER	Corneal ulcer	Eye and adnexa	1014	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_CORNULCER.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_CORNULCER.gz
H7_DIPLOPIA	Diplopia	Eye and adnexa	598	93878	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_DIPLOPIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_DIPLOPIA.gz
H7_DIVERGSTRAB	Divergent concomitant strabismus	Eye and adnexa	576	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_DIVERGSTRAB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_DIVERGSTRAB.gz
H7_ECTROPION	Ectropion of eyelid	Eye and adnexa	149	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_ECTROPION.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_ECTROPION.gz
H7_ENTROPION	Entropion and trichiasis of eyelid	Eye and adnexa	388	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_ENTROPION.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_ENTROPION.gz
H7_EPISCLERITIS	Episcleritis	Eye and adnexa	259	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_EPISCLERITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_EPISCLERITIS.gz
H7_EYE	Diseases of the eye and adnexa	Eye and adnexa	29396	67103	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_EYE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_EYE.gz
H7_EYEADNEXOTH	Other specified and unspecified disorders of eye and adnexa	Eye and adnexa	226	95852	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_EYEADNEXOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_EYEADNEXOTH.gz
H7_EYELIDDIS	Other disorders of eyelid	Eye and adnexa	2502	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_EYELIDDIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_EYELIDDIS.gz
H7_EYELIDINFLAMMATION	Other inflammation of eyelid	Eye and adnexa	447	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_EYELIDINFLAMMATION.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_EYELIDINFLAMMATION.gz
H7_EYELIDINOTH	Disorders of eyelid in diseases classified elsewhere	Eye and adnexa	183	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_EYELIDINOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_EYELIDINOTH.gz
H7_EYEOTH	Other disorders of eye and adnexa	Eye and adnexa	647	95852	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_EYEOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_EYEOTH.gz
H7_GLAUCCLOSEPRIM	Primary angle-closure glaucoma	Eye and adnexa	260	93036	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCCLOSEPRIM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCCLOSEPRIM.gz
H7_GLAUCNAS	Other and unspecified glaucoma	Eye and adnexa	249	93036	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCNAS.gz
H7_GLAUCOMA	Glaucoma	Eye and adnexa	3463	93036	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCOMA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCOMA.gz
H7_GLAUCOMAMEDICATION	Use of antiglaucoma preparations and miotics	Eye and adnexa	504	93036	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCOMAMEDICATION.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCOMAMEDICATION.gz
H7_GLAUCPRIMOPEN	Primary open-angle glaucoma	Eye and adnexa	1824	93036	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCPRIMOPEN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCPRIMOPEN.gz
H7_GLAUCSECDISEASE	Glaucoma secondary to other eye disorders	Eye and adnexa	216	93036	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCSECDISEASE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCSECDISEASE.gz
H7_GLAUCSUSP	Glaucoma suspect	Eye and adnexa	1893	93036	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCSUSP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_GLAUCSUSP.gz
H7_GLOBE	Disorders of globe	Eye and adnexa	151	93829	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_GLOBE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_GLOBE.gz
H7_HERPESKERATITIS	Herpesviral keratitis and keratoconjunctivitis	Eye and adnexa	240	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_HERPESKERATITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_HERPESKERATITIS.gz
H7_HETEROPHORIA	Heterophoria	Eye and adnexa	392	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_HETEROPHORIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_HETEROPHORIA.gz
H7_HORDEOLUM	Hordeolum and other deep inflammation of eyelid	Eye and adnexa	230	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_HORDEOLUM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_HORDEOLUM.gz
H7_HYPERMETRO	Hypermetropia	Eye and adnexa	274	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_HYPERMETRO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_HYPERMETRO.gz
H7_INTERHETEROTRO	Intermittent heterotropia	Eye and adnexa	254	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_INTERHETEROTRO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_INTERHETEROTRO.gz
H7_IRIDOACUTE	Acute and subacute iridocyclitis	Eye and adnexa	1269	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_IRIDOACUTE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_IRIDOACUTE.gz
H7_IRIDOCHRONIC	Chronic iridocyclitis	Eye and adnexa	251	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_IRIDOCHRONIC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_IRIDOCHRONIC.gz
H7_IRIDOCYCLITIS	Iridocyclitis	Eye and adnexa	1430	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_IRIDOCYCLITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_IRIDOCYCLITIS.gz
H7_KERATITIS	Keratitis	Eye and adnexa	1871	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_KERATITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_KERATITIS.gz
H7_KERATITISINOTH	Keratitis and keratoconjunctivitis in other diseases classified elsewhere	Eye and adnexa	194	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_KERATITISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_KERATITISINOTH.gz
H7_KERATITISOTH	Other keratitis	Eye and adnexa	594	92767	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_KERATITISOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_KERATITISOTH.gz
H7_LACRIGLAND	Other disorders of lacrimal gland	Eye and adnexa	1666	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_LACRIGLAND.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_LACRIGLAND.gz
H7_LACRIMALSYSTEM	Disorders of lacrimal system	Eye and adnexa	2256	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_LACRIMALSYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_LACRIMALSYSTEM.gz
H7_LENS	Disorders of lens	Eye and adnexa	10803	85696	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_LENS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_LENS.gz
H7_LIDLACRIMALORBIT	Disorders of eyelid, lacrimal system and orbit	Eye and adnexa	5742	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_LIDLACRIMALORBIT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_LIDLACRIMALORBIT.gz
H7_MACULADEGEN	Degeneration of macula and posterior pole	Eye and adnexa	2215	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_MACULADEGEN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_MACULADEGEN.gz
H7_MACULOPATHYDIAB	Diabetic maculopathy	Eye and adnexa	719	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_MACULOPATHYDIAB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_MACULOPATHYDIAB.gz
H7_MODVISIMPBINOC	Moderate visual impairment, binocular	Eye and adnexa	164	93878	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_MODVISIMPBINOC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_MODVISIMPBINOC.gz
H7_MYOPIA	Myopia	Eye and adnexa	621	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_MYOPIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_MYOPIA.gz
H7_OCUMUSCLE	Disorders of ocular muscles, binocular movement, accommodation and refraction	Eye and adnexa	2893	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_OCUMUSCLE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_OCUMUSCLE.gz
H7_OCUPAIN	Ocular pain	Eye and adnexa	303	95852	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_OCUPAIN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_OCUPAIN.gz
H7_OPTNERVE	Disorders of optic nerve and visual pathways	Eye and adnexa	468	96031	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_OPTNERVE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_OPTNERVE.gz
H7_OPTNEURITIS	Optic neuritis	Eye and adnexa	228	96031	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_OPTNEURITIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_OPTNEURITIS.gz
H7_OPTNEUROTH	Other disorders of optic [2nd] nerve and visual pathways	Eye and adnexa	267	96031	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_OPTNEUROTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_OPTNEUROTH.gz
H7_ORBIT	Disorders of orbit	Eye and adnexa	214	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_ORBIT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_ORBIT.gz
H7_OTHERCONJ	Other disorders of conjunctiva	Eye and adnexa	713	90564	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_OTHERCONJ.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_OTHERCONJ.gz
H7_PARASTRA6	Sixth [abducent] nerve palsy	Eye and adnexa	141	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_PARASTRA6.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_PARASTRA6.gz
H7_PARASTRAB	Paralytic strabismus	Eye and adnexa	349	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_PARASTRAB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_PARASTRAB.gz
H7_PERIPHRETINADEGEN	Peripheral retinal degeneration	Eye and adnexa	175	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_PERIPHRETINADEGEN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_PERIPHRETINADEGEN.gz
H7_PRESBYOPIA	Presbyopia	Eye and adnexa	217	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_PRESBYOPIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_PRESBYOPIA.gz
H7_PTERYGIUM	Pterygium	Eye and adnexa	147	90564	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_PTERYGIUM.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_PTERYGIUM.gz
H7_PTOSIS	Ptosis of eyelid	Eye and adnexa	438	90757	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_PTOSIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_PTOSIS.gz
H7_REFRAACCOMMODIS	Disorders of refraction and accommodation	Eye and adnexa	1206	93606	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_REFRAACCOMMODIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_REFRAACCOMMODIS.gz
H7_RETINALBREAK	Retinal breaks without detachment	Eye and adnexa	762	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALBREAK.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALBREAK.gz
H7_RETINALDETACH	Retinal detachments and breaks	Eye and adnexa	2080	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALDETACH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALDETACH.gz
H7_RETINALDETACHBREAK	Retinal detachment with retinal break	Eye and adnexa	775	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALDETACHBREAK.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALDETACHBREAK.gz
H7_RETINALDETACHOTH	Other, unspecified and serous retinal detachments	Eye and adnexa	160	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALDETACHOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALDETACHOTH.gz
H7_RETINALDISOTH	Other retinal disorders	Eye and adnexa	4135	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALDISOTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINALDISOTH.gz
H7_RETINANAS	Other specified and unspecified retinal disorders	Eye and adnexa	140	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINANAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINANAS.gz
H7_RETINASEPAR	Separation of retinal layers (serosa)	Eye and adnexa	214	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINASEPAR.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINASEPAR.gz
H7_RETINAVASC	Retinal vascular disorders	Eye and adnexa	610	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINAVASC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINAVASC.gz
H7_RETINOPATHYDIAB	Diabetic retinopathy	Eye and adnexa	1530	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINOPATHYDIAB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINOPATHYDIAB.gz
H7_RETINOPATHYDIAB_BKG	Diabetic background retinopathy	Eye and adnexa	865	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINOPATHYDIAB_BKG.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINOPATHYDIAB_BKG.gz
H7_RETINOPATHYDIAB_NAS	Other diabetic retinopathy	Eye and adnexa	435	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINOPATHYDIAB_NAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINOPATHYDIAB_NAS.gz
H7_RETINOPATHYDIAB_PROLIF	Proliferative diabetic retinopathy	Eye and adnexa	534	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINOPATHYDIAB_PROLIF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETINOPATHYDIAB_PROLIF.gz
H7_RETIVASCOCCLUSION	Retinal vascular occlusion	Eye and adnexa	590	90618	gs://finngen-public-data-r2/summary_stats/finngen_r2_H7_RETIVASCOCCLUSION.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_H7_RETIVASCOCCLUSION.gz
